,Priv Union Members (%),state_inf,prop_rep,change_prop_not_on_strike_indicator,Wage_Increase_Indicator,instrument_calc
1084,7.8,7.955302417356203,48.77446084015888,0,0,-178.33352137143333
1085,7.8,7.269117859412555,48.77446084015888,0,0,331740.8328607
1086,7.7,3.7192950446005346,55.15832097951186,0,0,2968144.8028805177
1087,8.6,3.5479959155203744,55.15832097951186,1,0,-142.03122012266985
1088,7.4,3.852417008831721,53.909955783256834,1,0,355990.5050481
1089,7.4,5.45174689111203,53.909955783256834,0,0,-23.086072440499976
1290,16.1,10.004435066665952,50.60278527756456,1,0,0.0
1291,16.1,9.325524507402893,50.60278527756456,1,0,13747119.979034701
1292,14.4,11.819600864943025,46.93792511570598,0,1,350081.88656110974
1293,14.5,9.391277340322123,46.93792511570598,1,0,-112.0602378202
1294,15.8,9.033412584010335,44.0544054836043,0,0,-238.13664741235002
1295,14.8,9.947957971951983,44.0544054836043,1,0,0.0
1296,11.8,12.53134211076774,41.88517430451756,1,1,115604520.5462763
1297,13.6,19.894657757658727,41.88517430451756,0,1,-824.8398689743867
1298,13.6,7.55824698360692,44.78838674360997,1,1,562119.1175160947
1299,13.1,7.289669757194406,44.78838674360997,0,1,-746.8470796178593
1300,13.2,8.892106838408086,40.1280222124949,1,1,0.0
1301,11.4,11.335887768904707,40.1280222124949,0,1,4359842.432214701
1302,12.5,17.209903655298064,38.850206615593734,0,1,-238.24275585872678
1303,13.1,16.135090806140372,38.850206615593734,1,1,0.0
1304,13.0,19.567159117774136,40.801581629274416,0,1,6432667.6773247
1305,12.6,7.564013855060958,40.801581629274416,1,1,-238.24695101202593
1306,10.7,8.19028637036945,45.78373313963126,0,0,0.0
1307,11.1,14.280389478878863,45.78373313963126,1,1,357145.4071747
1308,11.1,9.814375702587785,45.556181655249404,0,1,25051277.387353484
1309,11.7,5.351896020303437,45.556181655249404,1,1,-588.0637437627136
1310,10.9,5.325429505484269,48.37667520693733,0,1,0.0
1311,11.0,2.79499397762466,48.37667520693733,1,1,0.0
1312,10.0,-0.06539218214091091,44.72697693594627,0,0,0.0
1313,12.1,11.55513107406787,44.72697693594627,0,1,7762035.561331599
1318,12.4,11.545980417411128,61.23125257441914,0,1,5129879.730904519
1319,11.7,11.347329703264574,61.23125257441914,0,0,476757.2737446459
1320,12.8,8.842418910684335,52.12318870571778,1,0,-1289.1537642103638
1321,12.4,8.644808329117337,52.12318870571778,0,1,-545.9954569878572
1322,12.4,10.89445010185759,52.6043113879801,1,1,1542154.6458379
1323,11.1,10.071364380478688,52.6043113879801,0,0,5124.6884953955
1324,11.7,13.253687393876445,52.32572614604555,1,0,1052470.416229902
1325,11.3,9.561660495936074,52.32572614604555,0,0,-899.4995147505128
1326,9.9,7.976902766354521,54.297467063520656,0,0,-791.8447972148948
1327,10.0,13.229930512294331,54.297467063520656,0,0,2631.836138355
1328,10.4,13.957132280226814,48.954571222638485,0,0,219925.06285304998
1329,11.1,14.970190077907253,48.954571222638485,0,0,197759.0830459456
1330,9.0,12.287045151793219,50.40537207044833,1,1,2688746.3139773738
1331,8.3,10.171288400157795,50.40537207044833,0,1,222.41039832309514
1332,9.7,16.877269082463677,45.942596752491916,0,0,580797.883505967
1333,8.3,3.164864419123825,45.942596752491916,0,0,-1161.9835486420125
1334,8.4,13.1481398131009,54.462546286303734,1,1,0.0
1335,7.0,10.980015593454272,54.462546286303734,1,0,918420.5021788001
1336,6.9,5.000455220820799,48.91732523856876,0,0,-10.425603575830669
1337,8.2,6.4918159770125605,48.91732523856876,0,0,166453.72576671568
1338,8.2,6.835407559042173,52.35827269717013,0,0,-158.61963743928573
1339,5.2,-0.237335576088904,52.35827269717013,1,0,2812516.055296238
1340,5.5,-0.46504097695261315,45.79790183519117,0,0,8699550.376579141
1341,6.7,8.737009804223849,45.79790183519117,0,0,-784.7210458778466
